step,removed_original_index,n_nodes_before,n_nodes_after,coverage_before,coverage_after,delta_coverage,isolated_before,isolated_after,delta_isolated,gcc_before,gcc_after,delta_gcc,removed_lat,removed_lon
37,36,205,204,0.8292682926829268,0.8284313725490196,-0.0008369201339072374,35,35,0,0.9170731707317074,0.9166666666666666,-0.0004065040650407248,35.1228096,128.7258845
38,37,204,203,0.8284313725490196,0.8275862068965517,-0.0008451656524678386,35,35,0,0.9166666666666666,0.916256157635468,-0.0004105090311986581,36.9547096,127.0607048
39,38,203,202,0.8275862068965517,0.8267326732673268,-0.0008535336292249118,35,35,0,0.916256157635468,0.9158415841584159,-0.0004145734770520937,36.7825015,126.492827
40,39,202,201,0.8267326732673268,0.8258706467661692,-0.0008620265011576311,35,35,0,0.9158415841584159,0.9154228855721394,-0.00041869858627652246,35.8698743,127.1074556
41,40,201,200,0.8258706467661692,0.825,-0.0008706467661692141,35,35,0,0.9154228855721394,0.915,-0.0004228855721393199,37.1757574,127.0863884
42,41,200,199,0.825,0.8241206030150754,-0.0008793969849245631,35,35,0,0.915,0.914572864321608,-0.00042713567839203215,36.738731,126.9660427
43,42,199,198,0.8241206030150754,0.8232323232323232,-0.0008882797827521882,35,35,0,0.914572864321608,0.9141414141414141,-0.0004314501801938597,37.5452327,127.17054
44,43,198,197,0.8232323232323232,0.8223350253807107,-0.0008972978516125218,35,35,0,0.9141414141414141,0.9137055837563451,-0.0004358303850690026,35.1085556,126.8669914
45,44,197,196,0.8223350253807107,0.8214285714285714,-0.0009064539521392856,35,35,0,0.9137055837563451,0.9132653061224489,-0.0004402776338962022,36.7122123,127.533689
46,45,196,195,0.8214285714285714,0.8205128205128205,-0.0009157509157509125,35,35,0,0.9132653061224489,0.9128205128205128,-0.00044479330193614164,36.70725,127.4407
47,46,195,194,0.8205128205128205,0.8195876288659794,-0.0009251916468411281,35,35,0,0.9128205128205128,0.9123711340206185,-0.0004493787998942622,35.9520171,127.1260899
48,47,194,193,0.8195876288659794,0.8186528497409327,-0.0009347791250466919,35,35,0,0.9123711340206185,0.9119170984455959,-0.0004540355750226599,35.8352893,128.4932838
49,48,193,192,0.8186528497409327,0.8177083333333334,-0.000944516407599294,35,35,0,0.9119170984455959,0.9166666666666666,0.004749568221070755,37.4295482,129.1832966
50,49,192,191,0.8177083333333334,0.8167539267015707,-0.0009544066317627165,35,35,0,0.9166666666666666,0.9162303664921466,-0.00043630017452001013,34.8309429,127.6861653
51,50,191,190,0.8167539267015707,0.8157894736842105,-0.0009644530173601451,35,35,0,0.9162303664921466,0.9157894736842105,-0.00044089280793613295,36.5024224,127.2628202
52,51,190,189,0.8157894736842105,0.8148148148148149,-0.0009746588693956282,35,35,0,0.9157894736842105,0.9153439153439153,-0.00044555834029513797,36.9887691,127.945108
53,52,189,188,0.8148148148148149,0.8138297872340425,-0.0009850275807723463,35,35,0,0.9153439153439153,0.9148936170212766,-0.0004502983226387647,37.5819876,126.8530206
54,53,188,187,0.8138297872340425,0.8128342245989305,-0.000995562635112024,35,35,0,0.9148936170212766,0.9144385026737968,-0.0004551143474798014,34.8946468,128.5875152
55,54,187,186,0.8128342245989305,0.8118279569892473,-0.0010062676096832535,35,35,0,0.9144385026737968,0.9139784946236559,-0.0004600080501409032,37.4223413,127.1586809
56,55,186,185,0.8118279569892473,0.8108108108108107,-0.0010171461784365121,35,35,0,0.9139784946236559,0.9135135135135135,-0.00046498111014237065,36.3970891,127.3465152
57,56,185,184,0.8108108108108107,0.8097826086956521,-0.0010282021151586385,35,35,0,0.9135135135135135,0.9130434782608695,-0.0004700352526439966,37.438542,126.6205176
58,57,184,183,0.8097826086956521,0.7923497267759563,-0.01743288191969583,35,38,3,0.9130434782608695,0.8743169398907104,-0.03872653837015916,35.2385492,126.8667548
59,58,183,182,0.7923497267759563,0.7912087912087912,-0.0011409355671651022,38,38,0,0.8743169398907104,0.8736263736263736,-0.0006905662643367227,35.3029088,129.0100666
60,59,182,181,0.7912087912087912,0.7900552486187845,-0.001153542590006662,38,38,0,0.8736263736263736,0.8729281767955801,-0.0006981968307935293,37.4987381,126.6620496
61,60,181,180,0.7900552486187845,0.7888888888888889,-0.0011663597298956496,38,38,0,0.8729281767955801,0.8722222222222222,-0.0007059545733578698,35.2395473,128.7032033
62,61,180,179,0.7888888888888889,0.7877094972067039,-0.0011793916821849493,38,38,0,0.8722222222222222,0.8715083798882681,-0.0007138423339541067,37.5730125,126.8291992
63,62,179,178,0.7877094972067039,0.7921348314606742,0.004425334253970292,38,37,-1,0.8715083798882681,0.8707865168539326,-0.0007218630343355237,34.89104,128.4717194
64,63,178,177,0.7921348314606742,0.7853107344632768,-0.006824096997397389,37,38,1,0.8707865168539326,0.8587570621468926,-0.012029454707039977,35.953939,126.7162358
65,64,177,176,0.7853107344632768,0.7727272727272727,-0.012583461736004109,38,40,2,0.8587570621468926,0.8579545454545454,-0.0008025166923472105,35.9427162,128.5410675
66,65,176,175,0.7727272727272727,0.7771428571428571,0.004415584415584428,40,39,-1,0.8579545454545454,0.8571428571428571,-0.0008116883116883189,35.7384468,126.7239253
67,66,175,174,0.7771428571428571,0.7816091954022988,0.004466338259441649,39,38,-1,0.8571428571428571,0.8563218390804598,-0.0008210180623973162,36.4182099,128.1930277
68,67,174,173,0.7816091954022988,0.7745664739884393,-0.007042721413859532,38,39,1,0.8563218390804598,0.8554913294797688,-0.0008305096006909762,36.3597725,127.290511
69,68,173,172,0.7745664739884393,0.7732558139534884,-0.001310660034950839,39,39,0,0.8554913294797688,0.8546511627906976,-0.0008401666890711645,37.0213548,127.4842428
70,69,172,171,0.7732558139534884,0.7719298245614035,-0.0013259893920849475,39,39,0,0.8546511627906976,0.8538011695906432,-0.0008499932000544108,36.4465493,127.8686
71,70,171,170,0.7719298245614035,0.7705882352941177,-0.001341589267285781,39,39,0,0.8538011695906432,0.8529411764705882,-0.0008599931200550248,37.4386746,126.8942405
72,71,170,169,0.7705882352941177,0.7692307692307692,-0.0013574660633485225,39,39,0,0.8529411764705882,0.5739644970414202,-0.27897667942916804,36.1546428,128.4160014
73,72,169,168,0.7692307692307692,0.7738095238095238,0.0045787545787546735,39,38,-1,0.5739644970414202,0.5773809523809523,0.003416455339532165,37.7099183,128.7176602
74,73,168,167,0.7738095238095238,0.7724550898203593,-0.0013544339891645718,38,38,0,0.5773809523809523,0.5748502994011976,-0.002530652979754744,36.4690852,127.2672061
75,74,167,166,0.7724550898203593,0.7710843373493976,-0.0013707524709616337,38,38,0,0.5748502994011976,0.5783132530120482,0.003462953610850583,35.3288247,129.2015288
76,75,166,165,0.7710843373493976,0.7696969696969697,-0.0013873676524279732,38,38,0,0.5783132530120482,0.5757575757575758,-0.002555677254472366,36.4073257,127.422195
77,76,165,164,0.7696969696969697,0.7682926829268293,-0.0014042867701403727,38,38,0,0.5757575757575758,0.573170731707317,-0.002586844050258774,36.6204857,127.387335
78,77,164,163,0.7682926829268293,0.7668711656441718,-0.0014215172826574918,38,38,0,0.573170731707317,0.5766871165644172,0.003516384857100152,35.1910129,128.7224132
79,78,163,162,0.7668711656441718,0.7469135802469136,-0.019957585397258226,38,41,3,0.5766871165644172,0.6296296296296297,0.05294251306521247,37.3356498,127.8583167
80,79,162,161,0.7469135802469136,0.7453416149068324,-0.001571965340081194,41,41,0,0.6296296296296297,0.6273291925465838,-0.0023004370830458365,37.0545444,127.6019924
81,80,161,160,0.7453416149068324,0.74375,-0.0015916149068323504,41,41,0,0.6273291925465838,0.625,-0.0023291925465838137,37.2867068,127.0793846
82,81,160,159,0.74375,0.7421383647798743,-0.0016116352201257511,41,41,0,0.625,0.6226415094339622,-0.002358490566037763,37.0005035,127.2802107
83,82,159,158,0.7421383647798743,0.7341772151898734,-0.007961149590000827,41,42,1,0.6226415094339622,0.620253164556962,-0.002388344877000237,37.0196121,127.481121
84,83,158,157,0.7341772151898734,0.7388535031847134,0.004676287994839989,42,41,-1,0.620253164556962,0.6242038216560509,0.003950657099088928,35.183698,128.0400494
85,84,157,156,0.7388535031847134,0.7371794871794872,-0.0016740160052262087,41,41,0,0.6242038216560509,0.6217948717948718,-0.0024089498611791216,37.296052,126.7935074
86,85,156,155,0.7371794871794872,0.7354838709677419,-0.0016956162117452989,41,41,0,0.6217948717948718,0.6193548387096774,-0.0024400330851943597,36.7990834,127.7758812
87,86,155,154,0.7354838709677419,0.7337662337662338,-0.001717637201508082,41,41,0,0.6193548387096774,0.6168831168831169,-0.0024717218265605245,37.1993267,126.8312715
88,87,154,153,0.7337662337662338,0.7320261437908497,-0.001740089975384107,41,41,0,0.6168831168831169,0.6209150326797386,0.0040319157966216546,35.2260218,128.9136647
89,88,153,152,0.7320261437908497,0.736842105263158,0.004815961472308228,41,40,-1,0.6209150326797386,0.618421052631579,-0.002493980048159594,37.8221715,127.7604215
90,89,152,151,0.736842105263158,0.7350993377483444,-0.0017427675148136146,40,40,0,0.618421052631579,0.6225165562913907,0.004095503659811706,35.4828938,129.3577649
91,90,151,150,0.7350993377483444,0.7333333333333334,-0.0017660044150109577,40,40,0,0.6225165562913907,0.62,-0.0025165562913906925,35.9428307,127.0083064
92,91,150,149,0.7333333333333334,0.7315436241610738,-0.0017897091722596237,40,40,0,0.62,0.6174496644295302,-0.002550335570469797,37.1378807,126.9248792
93,92,149,148,0.7315436241610738,0.7297297297297297,-0.0018138944313440541,40,40,0,0.6174496644295302,0.6148648648648649,-0.0025847995646652855,36.8553216,127.1808206
94,93,148,147,0.7297297297297297,0.727891156462585,-0.0018385732671447608,40,40,0,0.6148648648648649,0.6122448979591837,-0.002619966905681226,36.9416502,127.1944624
95,94,147,146,0.727891156462585,0.726027397260274,-0.0018637592023109661,40,40,0,0.6122448979591837,0.6095890410958904,-0.002655856863293282,36.8480181,126.8574637
96,95,146,145,0.726027397260274,0.7310344827586207,0.0050070854983467195,40,39,-1,0.6095890410958904,0.6068965517241379,-0.0026924893717524823,38.2176098,128.5633879
97,96,145,144,0.7310344827586207,0.7291666666666667,-0.0018678160919539666,39,39,0,0.6068965517241379,0.6041666666666666,-0.002729885057471293,36.8172949,127.1120898
98,97,144,143,0.7291666666666667,0.7272727272727273,-0.0018939393939394478,39,39,0,0.6041666666666666,0.6013986013986014,-0.0027680652680652784,36.8384866,126.5838225
99,98,143,142,0.7272727272727273,0.7183098591549295,-0.008962868117797784,39,40,1,0.6013986013986014,0.5985915492957746,-0.0028070521028267237,37.2933955,127.2219831
100,99,142,141,0.7183098591549295,0.7163120567375887,-0.0019978024173408215,40,40,0,0.5985915492957746,0.5957446808510638,-0.002846868444710826,36.9454591,126.9138476
101,100,141,140,0.7163120567375887,0.7142857142857143,-0.0020263424518743856,40,40,0,0.5957446808510638,0.5928571428571429,-0.002887537993920941,37.4695092,126.4507804
102,101,140,139,0.7142857142857143,0.7122302158273381,-0.0020554984583761593,40,40,0,0.5928571428571429,0.5899280575539568,-0.0029290853031860298,37.5643408,126.9756125
103,102,139,138,0.7122302158273381,0.7173913043478262,0.005161088520488022,40,39,-1,0.5899280575539568,0.5869565217391305,-0.0029715358148263427,37.3316459,127.8502765
104,103,138,137,0.7173913043478262,0.7153284671532847,-0.002062837194541478,39,39,0,0.5869565217391305,0.583941605839416,-0.0030149158997144765,36.5294523,127.502552
105,104,137,136,0.7153284671532847,0.7132352941176471,-0.0020931730356376077,39,39,0,0.583941605839416,0.5808823529411765,-0.003059252898239495,36.8693962,127.4627139
106,105,136,135,0.7132352941176471,0.7111111111111111,-0.00212418300653594,39,39,0,0.5808823529411765,0.5777777777777777,-0.003104575163398793,36.9746153,126.7057485
107,106,135,134,0.7111111111111111,0.7164179104477613,0.005306799336650125,39,38,-1,0.5777777777777777,0.582089552238806,0.0043117744610282616,37.4585136,129.1743974
108,107,134,133,0.7164179104477613,0.7142857142857143,-0.002132196162046962,38,38,0,0.582089552238806,0.5864661654135338,0.004376613174727817,36.0182199,128.4294771
109,108,133,132,0.7142857142857143,0.7121212121212122,-0.0021645021645021467,38,38,0,0.5864661654135338,0.5909090909090909,0.004442925495557137,35.222256,128.6427811
110,109,132,131,0.7121212121212122,0.7099236641221374,-0.0021975479990747893,38,38,0,0.5909090909090909,0.5954198473282443,0.004510756419153328,36.1309455,128.1621134
111,110,131,130,0.7099236641221374,0.7076923076923076,-0.002231356429829745,38,38,0,0.5954198473282443,0.5923076923076923,-0.0031121550205519544,37.0184684,127.1319762
112,111,130,129,0.7076923076923076,0.7054263565891472,-0.002265951103160413,38,38,0,0.5923076923076923,0.5968992248062015,0.004591532498509188,35.1971838,129.205511
113,112,129,128,0.7054263565891472,0.7109375,0.005511143410852792,38,37,-1,0.5968992248062015,0.6015625,0.0046632751937984995,35.1121128,126.8403825
114,113,128,127,0.7109375,0.7165354330708662,0.005597933070866201,37,36,-1,0.6015625,0.6062992125984252,0.00473671259842523,35.8413308,129.165555
115,114,127,126,0.7165354330708662,0.7063492063492063,-0.010186226721659919,36,37,1,0.6062992125984252,0.6031746031746031,-0.003124609423822089,36.717825,127.3476175
116,115,126,125,0.7063492063492063,0.704,-0.002349206349206323,37,37,0,0.6031746031746031,0.6,-0.0031746031746031633,37.5526438,126.6720056
117,116,125,124,0.704,0.6935483870967742,-0.010451612903225715,37,38,1,0.6,0.5967741935483871,-0.003225806451612856,36.9689891,127.2772034
118,117,124,123,0.6935483870967742,0.6910569105691057,-0.002491476527668568,38,38,0,0.5967741935483871,0.5934959349593496,-0.0032782585890375193,37.0009774,127.816298
119,118,123,122,0.6910569105691057,0.6885245901639344,-0.0025323204051712622,38,38,0,0.5934959349593496,0.5901639344262295,-0.0033320005331201052,35.7772646,127.1223844
120,119,122,121,0.6885245901639344,0.6859504132231404,-0.002574176940793982,38,38,0,0.5901639344262295,0.5867768595041323,-0.003387074922097222,37.1856012,126.8884557
121,120,121,120,0.6859504132231404,0.6916666666666667,0.00571625344352622,38,37,-1,0.5867768595041323,0.5916666666666667,0.004889807162534399,34.6165978,127.4749368
122,121,120,119,0.6916666666666667,0.6890756302521008,-0.002591036414565817,37,37,0,0.5916666666666667,0.5882352941176471,-0.0034313725490195957,37.4556438,127.0102746
123,122,119,118,0.6890756302521008,0.6864406779661016,-0.0026349522859991925,37,37,0,0.5882352941176471,0.5847457627118644,-0.0034895314057826754,37.0056419,127.9299148
124,123,118,117,0.6864406779661016,0.6837606837606838,-0.0026799942054178683,37,37,0,0.5847457627118644,0.5811965811965812,-0.003549181515283162,37.0450508,126.9443794
125,124,117,116,0.6837606837606838,0.6810344827586207,-0.002726201002063111,37,37,0,0.5811965811965812,0.5775862068965517,-0.0036103743000295285,37.5685988,126.6476777
126,125,116,115,0.6810344827586207,0.6869565217391305,0.005922038980509803,37,36,-1,0.5775862068965517,0.5826086956521739,0.005022488755622168,36.3746493,126.5572031
127,126,115,114,0.6869565217391305,0.6929824561403508,0.006025934401220345,36,35,-1,0.5826086956521739,0.5789473684210527,-0.0036613272311212253,37.9171547,128.2878038
128,127,114,113,0.6929824561403508,0.6725663716814159,-0.020416084458934947,35,37,2,0.5789473684210527,0.5752212389380531,-0.0037261294829995517,36.9694706,127.894625
129,128,113,112,0.6725663716814159,0.6696428571428572,-0.002923514538558658,37,37,0,0.5752212389380531,0.5803571428571429,0.0051359039190898015,35.6156921,129.3526827
130,129,112,111,0.6696428571428572,0.6666666666666667,-0.0029761904761904656,37,37,0,0.5803571428571429,0.5765765765765766,-0.003780566280566333,37.6428652,126.7090421
131,130,111,110,0.6666666666666667,0.6636363636363636,-0.003030303030303161,37,37,0,0.5765765765765766,0.5727272727272728,-0.00384930384930382,37.2953536,126.9361782
132,131,110,109,0.6636363636363636,0.6605504587155964,-0.003085904920767213,37,37,0,0.5727272727272728,0.5688073394495413,-0.0039199332777314355,37.6717129,126.8569192
133,132,109,108,0.6605504587155964,0.6574074074074074,-0.0031430513081889266,37,37,0,0.5688073394495413,0.5648148148148148,-0.003992524634726546,35.8023336,127.0797514
134,133,108,107,0.6574074074074074,0.6542056074766356,-0.0032017999307718537,37,37,0,0.5648148148148148,0.5607476635514018,-0.004067151263412949,37.5558069,126.7682219
135,134,107,106,0.6542056074766356,0.6509433962264151,-0.003262211250220526,37,37,0,0.5607476635514018,0.5660377358490566,0.005290072297654769,35.1619898,128.5772231
136,135,106,105,0.6509433962264151,0.6571428571428571,0.006199460916442079,37,36,-1,0.5660377358490566,0.5714285714285714,0.005390835579514808,35.200915,126.9335311
137,136,105,104,0.6571428571428571,0.6538461538461539,-0.003296703296703285,36,36,0,0.5714285714285714,0.5673076923076923,-0.004120879120879106,37.142925,126.8793313
138,137,104,103,0.6538461538461539,0.6504854368932038,-0.003360716952950038,36,36,0,0.5673076923076923,0.5631067961165048,-0.004200896191187464,36.2681578,127.4786236
139,138,103,102,0.6504854368932038,0.6470588235294117,-0.0034266133637921303,36,36,0,0.5631067961165048,0.5588235294117647,-0.004283266704740107,37.5767228,126.7988582
140,139,102,101,0.6470588235294117,0.6534653465346535,0.006406523005241804,36,35,-1,0.5588235294117647,0.5643564356435643,0.005532906231799584,35.0680379,126.4790045
141,140,101,100,0.6534653465346535,0.6599999999999999,0.0065346534653464294,35,34,-1,0.5643564356435643,0.57,0.005643564356435649,37.6008082,129.0746468
142,141,100,99,0.6599999999999999,0.6666666666666667,0.006666666666666821,34,33,-1,0.57,0.5656565656565656,-0.004343434343434316,35.8160345,127.6463683
143,142,99,98,0.6666666666666667,0.6632653061224489,-0.003401360544217802,33,33,0,0.5656565656565656,0.5612244897959183,-0.004432075860647311,37.5775823,127.1460796
144,143,98,97,0.6632653061224489,0.6701030927835052,0.006837786661056278,33,32,-1,0.5612244897959183,0.5567010309278351,-0.004523458868083252,35.5402509,127.3115824
145,144,97,96,0.6701030927835052,0.65625,-0.013853092783505216,32,33,1,0.5567010309278351,0.5520833333333334,-0.004617697594501702,36.348021,127.4059337
146,145,96,95,0.65625,0.6526315789473685,-0.0036184210526315486,33,33,0,0.5520833333333334,0.5578947368421052,0.005811403508771851,34.9479508,127.6773332
147,146,95,94,0.6526315789473685,0.6595744680851063,0.006942889137737884,33,32,-1,0.5578947368421052,0.5638297872340425,0.005935050391937313,35.8870961,128.7298433
148,147,94,93,0.6595744680851063,0.6344086021505376,-0.02516586593456871,32,34,2,0.5638297872340425,0.5698924731182796,0.0060626858842370845,34.7938291,127.6600021
149,148,93,92,0.6344086021505376,0.6304347826086957,-0.00397381954184195,34,34,0,0.5698924731182796,0.5760869565217391,0.006194483403459516,35.3257249,129.0326881
150,149,92,91,0.6304347826086957,0.6263736263736264,-0.0040611562350693076,34,34,0,0.5760869565217391,0.5824175824175825,0.006330625895843323,35.1920434,128.7206668
151,150,91,90,0.6263736263736264,0.6111111111111112,-0.015262515262515208,34,35,1,0.5824175824175825,0.5777777777777777,-0.004639804639804734,37.6928319,127.0446508
152,151,90,89,0.6111111111111112,0.6179775280898876,0.006866416978776435,35,34,-1,0.5777777777777777,0.5842696629213483,0.006491885143570575,34.7204558,126.9304411
153,152,89,88,0.6179775280898876,0.6022727272727273,-0.015704800817160303,34,35,1,0.5842696629213483,0.5795454545454546,-0.0047242083758937126,36.5309439,127.4274852
154,153,88,87,0.6022727272727273,0.5977011494252873,-0.00457157784744,35,35,0,0.5795454545454546,0.5747126436781609,-0.004832810867293702,35.7868402,127.1938981
155,154,87,86,0.5977011494252873,0.5930232558139534,-0.004677893611333861,35,35,0,0.5747126436781609,0.5813953488372093,0.006682705159048452,35.2193959,128.8429195
156,155,86,85,0.5930232558139534,0.5882352941176471,-0.004787961696306353,35,35,0,0.5813953488372093,0.5764705882352941,-0.004924760601915268,37.8547755,127.0535689
157,156,85,84,0.5882352941176471,0.5952380952380952,0.007002801120448154,35,34,-1,0.5764705882352941,0.9047619047619048,0.3282913165266107,36.1839868,127.7764955
158,157,84,83,0.5952380952380952,0.5903614457831325,-0.004876649454962689,34,34,0,0.9047619047619048,0.9036144578313253,-0.0011474469305794432,35.9525818,127.1284377
159,158,83,82,0.5903614457831325,0.5975609756097561,0.00719952982662353,34,33,-1,0.9036144578313253,0.9146341463414634,0.011019688510138126,35.143887,126.816876
160,159,82,81,0.5975609756097561,0.5925925925925926,-0.0049683830171635135,33,33,0,0.9146341463414634,0.9135802469135802,-0.0010538994278832536,37.3677557,126.6380382
161,160,81,80,0.5925925925925926,0.6,0.007407407407407418,33,32,-1,0.9135802469135802,0.65,-0.2635802469135802,35.9874642,129.3624726
162,161,80,79,0.6,0.6075949367088608,0.0075949367088608,32,31,-1,0.65,0.6455696202531646,-0.004430379746835467,37.4738297,127.9776742
163,162,79,78,0.6075949367088608,0.5897435897435898,-0.01785134696527102,31,32,1,0.6455696202531646,0.6538461538461539,0.0082765335929893,35.1009673,128.8655313
164,163,78,77,0.5897435897435898,0.5844155844155844,-0.00532800532800537,32,32,0,0.6538461538461539,0.6623376623376623,0.008491508491508482,35.085036,129.0762114
165,164,77,76,0.5844155844155844,0.5526315789473684,-0.031784005468216026,32,34,2,0.6623376623376623,0.6710526315789473,0.008714969241285009,35.0789152,128.9533779
166,165,76,75,0.5526315789473684,0.5466666666666666,-0.0059649122807017285,34,34,0,0.6710526315789473,0.6666666666666666,-0.004385964912280715,36.9238263,127.5633161
167,166,75,74,0.5466666666666666,0.5540540540540541,0.007387387387387423,34,33,-1,0.6666666666666666,0.6621621621621622,-0.0045045045045044585,35.5943279,126.6159796
