step,removed_original_index,n_nodes_before,n_nodes_after,coverage_before,coverage_after,delta_coverage,isolated_before,isolated_after,delta_isolated,gcc_before,gcc_after,delta_gcc,removed_lat,removed_lon
37,36,216,215,0.8101851851851851,0.8093023255813954,-0.000882859603789754,41,41,0,0.7962962962962963,0.8,0.0037037037037037646,33.2733821,126.7012151
38,37,215,214,0.8093023255813954,0.8084112149532711,-0.0008911106281243031,41,41,0,0.8,0.8037383177570093,0.0037383177570092796,33.41427554,126.74489098
39,38,214,213,0.8084112149532711,0.8075117370892019,-0.000899477864069187,41,41,0,0.8037383177570093,0.8028169014084507,-0.0009214163485585791,37.135450809,127.0725058355
40,39,213,212,0.8075117370892019,0.8066037735849056,-0.0009079635042962275,41,41,0,0.8028169014084507,0.8018867924528302,-0.0009301089556205122,35.27316495,126.5036585
41,40,212,211,0.8066037735849056,0.8009478672985781,-0.005655906286327506,41,42,1,0.8018867924528302,0.8009478672985783,-0.0009389251542519794,37.2832972882,127.4473763519
42,41,211,210,0.8009478672985781,0.8,-0.0009478672985780978,42,42,0,0.8009478672985783,0.8,-0.0009478672985782088,35.18132796,128.1215974
43,42,210,209,0.8,0.8038277511961722,0.00382775119617218,42,41,-1,0.8,0.7990430622009569,-0.000956937799043156,34.8824958172,128.4169541723
44,43,209,208,0.8038277511961722,0.8076923076923077,0.003864556496135485,41,40,-1,0.7990430622009569,0.7980769230769231,-0.0009661391240337602,35.31937142,128.2566277
45,44,208,207,0.8076923076923077,0.8019323671497585,-0.005759940542549247,40,41,1,0.7980769230769231,0.7971014492753623,-0.0009754738015608222,35.846753,127.149736
46,45,207,206,0.8019323671497585,0.8009708737864077,-0.0009614933633507183,41,41,0,0.7971014492753623,0.8009708737864077,0.0038694245110454384,33.48929,126.501216
47,46,206,205,0.8009708737864077,0.7951219512195122,-0.005848922566895509,41,42,1,0.8009708737864077,0.7804878048780488,-0.020483068908358937,35.79971286,126.899738
48,47,205,204,0.7951219512195122,0.7941176470588236,-0.0010043041606886405,42,42,0,0.7804878048780488,0.7794117647058824,-0.001076040172166448,35.25375194,128.6397252
49,48,204,203,0.7941176470588236,0.7931034482758621,-0.0010141987829614951,42,42,0,0.7794117647058824,0.7783251231527094,-0.0010866415531729512,35.22187369,128.7054705
50,49,203,202,0.7931034482758621,0.7920792079207921,-0.001024240355069983,42,42,0,0.7783251231527094,0.7772277227722773,-0.0010974003804321564,35.27754978,127.2911881
51,50,202,201,0.7920792079207921,0.7960199004975125,0.0039406925767203616,42,41,-1,0.7772277227722773,0.7761194029850746,-0.0011083197872026052,34.61732,127.292058
52,51,201,200,0.7960199004975125,0.79,-0.006019900497512443,41,42,1,0.7761194029850746,0.775,-0.0011194029850746245,36.61963492,127.329352
53,52,200,199,0.79,0.7889447236180904,-0.001055276381909609,42,42,0,0.775,0.7738693467336684,-0.0011306532663316604,35.147584,126.789807
54,53,199,198,0.7889447236180904,0.7878787878787878,-0.0010659357393025815,42,42,0,0.7738693467336684,0.7727272727272727,-0.0011420740063956547,35.060407,126.518215
55,54,198,197,0.7878787878787878,0.7918781725888324,0.003999384710044573,42,41,-1,0.7727272727272727,0.7715736040609137,-0.00115366866635902,34.48178483,126.261161
56,55,197,196,0.7918781725888324,0.7908163265306123,-0.0010618460582201283,41,41,0,0.7715736040609137,0.7908163265306123,0.019242722469698603,35.30930184,126.9840296
57,56,196,195,0.7908163265306123,0.7743589743589744,-0.016457352171637907,41,44,3,0.7908163265306123,0.7897435897435897,-0.0010727367870225768,34.80389,126.409409
58,57,195,194,0.7743589743589744,0.7731958762886598,-0.001163098070314561,44,44,0,0.7897435897435897,0.788659793814433,-0.00108379592915675,35.311373,126.796339
59,58,194,193,0.7731958762886598,0.7772020725388601,0.004006196250200267,44,43,-1,0.788659793814433,0.7875647668393783,-0.0010950269750547026,34.99166811,126.4709931
60,59,193,192,0.7772020725388601,0.78125,0.004047927461139911,43,42,-1,0.7875647668393783,0.6875,-0.10006476683937826,34.76248015,127.0724316
61,60,192,191,0.78125,0.7801047120418848,-0.0011452879581151931,42,42,0,0.6875,0.6910994764397905,0.0035994764397905277,35.1512653,126.8909042
62,61,191,190,0.7801047120418848,0.7842105263157895,0.004105814273904662,42,41,-1,0.6910994764397905,0.6947368421052632,0.0036373656654726805,34.800893,126.695006
63,62,190,189,0.7842105263157895,0.783068783068783,-0.0011417432470064437,41,41,0,0.6947368421052632,0.6931216931216931,-0.0016151489835700694,34.969759,127.486224
64,63,189,188,0.783068783068783,0.7819148936170213,-0.0011538894517617582,41,41,0,0.6931216931216931,0.6914893617021277,-0.0016323314195654248,35.27458479,128.3986055
65,64,188,187,0.7819148936170213,0.7807486631016043,-0.0011662305154169772,41,41,0,0.6914893617021277,0.6951871657754011,0.0036978040732733586,33.4959,126.468517
66,65,187,186,0.7807486631016043,0.7795698924731183,-0.0011787706284860366,41,41,0,0.6951871657754011,0.6935483870967742,-0.0016387786786268288,35.24730309,128.5080656
67,66,186,185,0.7795698924731183,0.7783783783783784,-0.0011915140947398317,41,41,0,0.6935483870967742,0.6918918918918919,-0.0016564952048823134,34.85272457,127.8949935
68,67,185,184,0.7783783783783784,0.782608695652174,0.004230317273795525,41,40,-1,0.6918918918918919,0.6956521739130435,0.0037602820211515287,34.7422971373,126.130641896
69,68,184,183,0.782608695652174,0.7814207650273224,-0.001187930624851563,40,40,0,0.6956521739130435,0.6939890710382514,-0.0016631028747920995,37.630583,127.0248869
70,69,183,182,0.7814207650273224,0.7802197802197802,-0.0012009848075421603,40,40,0,0.6939890710382514,0.6923076923076923,-0.0016813787305590688,37.56065725,126.9874686
71,70,182,181,0.7802197802197802,0.7790055248618785,-0.0012142553579017612,40,40,0,0.6923076923076923,0.6906077348066298,-0.0016999575010624435,37.54205285,126.9466325
72,71,181,180,0.7790055248618785,0.7777777777777778,-0.0012277470841006721,40,40,0,0.6906077348066298,0.6888888888888889,-0.0017188459177409632,37.2776515161,127.0295962286
73,72,180,179,0.7777777777777778,0.776536312849162,-0.0012414649286157653,40,40,0,0.6888888888888889,0.6871508379888268,-0.0017380509000620714,37.3836732041,126.947052046
74,73,179,178,0.776536312849162,0.7752808988764045,-0.0012554139727575242,40,40,0,0.6871508379888268,0.6853932584269663,-0.0017575795618605117,37.2346810425,127.2054556149
75,74,178,177,0.7752808988764045,0.768361581920904,-0.006919316955500521,40,41,1,0.6853932584269663,0.6836158192090396,-0.001777439217926724,36.991137455,127.1073622058
76,75,177,176,0.768361581920904,0.7670454545454546,-0.001316127375449394,41,41,0,0.6836158192090396,0.6818181818181818,-0.0017976373908578092,37.535710941,127.2279297401
77,76,176,175,0.7670454545454546,0.7657142857142857,-0.0013311688311689052,41,41,0,0.6818181818181818,0.68,-0.0018181818181817189,37.59773801,127.1347253
78,77,175,174,0.7657142857142857,0.764367816091954,-0.0013464696223316475,41,41,0,0.68,0.6781609195402298,-0.0018390804597702148,37.51690726,126.7271123
79,78,174,173,0.764367816091954,0.7687861271676301,0.004418311075676029,41,40,-1,0.6781609195402298,0.6820809248554913,0.003920005315261488,37.78242209,128.9189272
80,79,173,172,0.7687861271676301,0.7732558139534884,0.004469686785858351,40,39,-1,0.6820809248554913,0.6802325581395349,-0.001848366715956451,37.37264849,127.9380597
81,80,172,171,0.7732558139534884,0.7719298245614035,-0.0013259893920849475,39,39,0,0.6802325581395349,0.6842105263157895,0.00397796817625462,33.4956713,126.4929583
82,81,171,170,0.7719298245614035,0.7705882352941177,-0.001341589267285781,39,39,0,0.6842105263157895,0.6823529411764706,-0.0018575851393188847,35.887117,128.583811
83,82,170,169,0.7705882352941177,0.7633136094674556,-0.007274625826662051,39,40,1,0.6823529411764706,0.6804733727810651,-0.0018795683954054843,35.541941,129.324805
84,83,169,168,0.7633136094674556,0.7619047619047619,-0.0014088475626937713,40,40,0,0.6804733727810651,0.7738095238095238,0.09333615102845871,36.35972295,127.4344605
85,84,168,167,0.7619047619047619,0.7604790419161677,-0.0014257199885941985,40,40,0,0.7738095238095238,0.7724550898203593,-0.0013544339891645718,35.803962,128.493028
86,85,167,166,0.7604790419161677,0.7650602409638554,0.004581199047687723,40,39,-1,0.7724550898203593,0.572289156626506,-0.20016593319385323,36.118119,128.349919
87,86,166,165,0.7650602409638554,0.7696969696969697,0.00463672873311427,39,38,-1,0.572289156626506,0.793939393939394,0.2216502373128879,36.553004,128.733091
88,87,165,164,0.7696969696969697,0.7560975609756098,-0.013599408721359896,38,40,2,0.793939393939394,0.7926829268292683,-0.0012564671101256142,35.088397,129.036095
89,88,164,163,0.7560975609756098,0.754601226993865,-0.0014963339817447574,40,40,0,0.7926829268292683,0.7914110429447853,-0.0012718838844830715,36.97977526,127.9161791
90,89,163,162,0.754601226993865,0.7592592592592593,0.004658032265394296,40,39,-1,0.7914110429447853,0.4382716049382716,-0.35313943800651365,36.84385968,127.9906742
91,90,162,161,0.7592592592592593,0.7639751552795031,0.004715896020243804,39,38,-1,0.4382716049382716,0.43478260869565216,-0.0034889962426194465,35.099494,129.023212
92,91,161,160,0.7639751552795031,0.75625,-0.007725155279503126,38,39,1,0.43478260869565216,0.4375,0.002717391304347838,36.826697,127.131394
93,92,160,159,0.75625,0.7547169811320755,-0.0015330188679244516,39,39,0,0.4375,0.44025157232704404,0.0027515723270440384,36.60270194,127.2915346
94,93,159,158,0.7547169811320755,0.759493670886076,0.004776689754000474,39,38,-1,0.44025157232704404,0.4430379746835443,0.0027864023565002394,37.13930021,128.2066427
95,94,158,157,0.759493670886076,0.7643312101910829,0.004837539305006855,38,37,-1,0.4430379746835443,0.4394904458598726,-0.003547528823671653,35.557884,129.112755
96,95,157,156,0.7643312101910829,0.7628205128205128,-0.00151069737057008,37,37,0,0.4394904458598726,0.4423076923076923,0.0028172464478196657,37.485861,127.028034
97,96,156,155,0.7628205128205128,0.7677419354838709,0.004921422663358155,37,36,-1,0.4423076923076923,0.7677419354838709,0.32543424317617864,36.787904,127.007811
98,97,155,154,0.7677419354838709,0.7662337662337663,-0.0015081692501046629,36,36,0,0.7677419354838709,0.7727272727272727,0.004985337243401777,33.4671206,126.5454466
99,98,154,153,0.7662337662337663,0.7647058823529411,-0.0015278838808251427,36,36,0,0.7727272727272727,0.7777777777777778,0.005050505050505083,33.4938748,126.4990527
100,99,153,152,0.7647058823529411,0.7631578947368421,-0.001547987616098978,36,36,0,0.7777777777777778,0.7828947368421053,0.00511695906432752,33.5118171,126.5492132
101,100,152,151,0.7631578947368421,0.7549668874172185,-0.008191007319623633,36,37,1,0.7828947368421053,0.7814569536423841,-0.0014377831997212098,35.065087,127.745863
102,101,151,150,0.7549668874172185,0.7533333333333333,-0.0016335540838852136,37,37,0,0.7814569536423841,0.78,-0.0014569536423840734,37.257498,126.971826
103,102,150,149,0.7533333333333333,0.7516778523489933,-0.0016554809843399854,37,37,0,0.78,0.7785234899328859,-0.001476510067114134,37.259502,127.046526
104,103,149,148,0.7516778523489933,0.75,-0.001677852348993314,37,37,0,0.7785234899328859,0.777027027027027,-0.0014964629058589196,37.285077,127.01453
105,104,148,147,0.75,0.7551020408163265,0.005102040816326481,37,36,-1,0.777027027027027,0.3469387755102041,-0.4300882515168229,36.107566,127.48296
106,105,147,146,0.7551020408163265,0.7328767123287672,-0.022225328487559315,36,39,3,0.3469387755102041,0.4520547945205479,0.10511601901034384,35.865855,127.071844
107,106,146,145,0.7328767123287672,0.7310344827586207,-0.0018422295701464586,39,39,0,0.4520547945205479,0.45517241379310347,0.0031176192725555496,33.4467743,126.9116569
108,107,145,144,0.7310344827586207,0.7361111111111112,0.005076628352490453,39,38,-1,0.45517241379310347,0.4583333333333333,0.003160919540229845,36.748179,126.298986
109,108,144,143,0.7361111111111112,0.7342657342657343,-0.0018453768453768893,38,38,0,0.4583333333333333,0.46153846153846156,0.0032051282051282493,33.4928898,126.5046644
110,109,143,142,0.7342657342657343,0.7323943661971831,-0.0018713680685511491,38,38,0,0.46153846153846156,0.45774647887323944,-0.0037919826652221267,35.849549,128.630437
111,110,142,141,0.7323943661971831,0.7304964539007093,-0.001897912296473847,38,38,0,0.45774647887323944,0.46099290780141844,0.0032464289281790015,36.789292,127.58803
112,111,141,140,0.7304964539007093,0.7357142857142858,0.00521783181357649,38,37,-1,0.46099290780141844,0.42857142857142855,-0.03242147922998989,36.824693,128.622056
113,112,140,139,0.7357142857142858,0.7410071942446044,0.005292908530318607,37,36,-1,0.42857142857142855,0.4244604316546763,-0.004110996916752263,36.588074,128.189397
114,113,139,138,0.7410071942446044,0.7463768115942029,0.00536961734959851,36,35,-1,0.4244604316546763,0.42028985507246375,-0.004170576582212537,36.113929,129.347595
115,114,138,137,0.7463768115942029,0.7518248175182481,0.005448005924045263,35,34,-1,0.42028985507246375,0.4233576642335766,0.0030678091611128777,36.98885228273,129.3950828897
116,115,137,136,0.7518248175182481,0.7573529411764706,0.005528123658222417,34,33,-1,0.4233576642335766,0.41911764705882354,-0.004240017174753086,36.411604,129.375034
117,116,136,135,0.7573529411764706,0.7555555555555555,-0.0017973856209150263,33,33,0,0.41911764705882354,0.4148148148148148,-0.004302832244008736,35.234832,129.219646
118,117,135,134,0.7555555555555555,0.7611940298507462,0.00563847429519071,33,32,-1,0.4148148148148148,0.41044776119402987,-0.004367053620784933,34.88995,128.617745
119,118,134,133,0.7611940298507462,0.7593984962406015,-0.0017955336101447283,32,32,0,0.41044776119402987,0.40601503759398494,-0.00443272360004493,35.1638813,128.661181
120,119,133,132,0.7593984962406015,0.7575757575757576,-0.001822738664843948,32,32,0,0.40601503759398494,0.4090909090909091,0.0030758714969241763,37.59,127.17
121,120,132,131,0.7575757575757576,0.7557251908396947,-0.0018505667360628753,32,32,0,0.4090909090909091,0.4122137404580153,0.0031228313671061714,37.517367,126.910236
122,121,131,130,0.7557251908396947,0.7538461538461538,-0.0018790369935408613,32,32,0,0.4122137404580153,0.4153846153846154,0.00317087492660012,37.73668463365,127.0820886206
123,122,130,129,0.7538461538461538,0.7441860465116279,-0.009660107334525936,32,33,1,0.4153846153846154,0.4186046511627907,0.003220035778175312,33.243712,126.4505592
124,123,129,128,0.7441860465116279,0.75,0.005813953488372103,33,32,-1,0.4186046511627907,0.4140625,-0.00454215116279072,35.96,127.0
125,124,128,127,0.75,0.7559055118110236,0.0059055118110236116,32,31,-1,0.4140625,0.4094488188976378,-0.00461368110236221,36.11,129.34
126,125,127,126,0.7559055118110236,0.753968253968254,-0.0019372578427696574,31,31,0,0.4094488188976378,0.4126984126984127,0.003249593800774886,33.478463,126.545241
127,126,126,125,0.753968253968254,0.752,-0.0019682539682539524,31,31,0,0.4126984126984127,0.416,0.0033015873015873054,37.20623301209,126.7718083015
128,127,125,124,0.752,0.75,-0.0020000000000000018,31,31,0,0.416,0.41935483870967744,0.0033548387096774546,37.2935038588,127.037803783
129,128,124,123,0.75,0.7479674796747968,-0.00203252032520318,31,31,0,0.41935483870967744,0.42276422764227645,0.003409388932599011,33.4819609,126.500229
130,129,123,122,0.7479674796747968,0.7540983606557377,0.006130880980940834,31,30,-1,0.42276422764227645,0.4262295081967213,0.0034652805544448384,38.147732,127.302406
131,130,122,121,0.7540983606557377,0.7520661157024793,-0.0020322449532583775,30,30,0,0.4262295081967213,0.4297520661157025,0.003522557918981206,37.3891405,126.6444425
132,131,121,120,0.7520661157024793,0.75,-0.0020661157024792765,30,30,0,0.4297520661157025,0.43333333333333335,0.003581267217630857,33.3067241,126.5852071
133,132,120,119,0.75,0.7563025210084033,0.006302521008403339,30,29,-1,0.43333333333333335,0.4369747899159664,0.0036414565826330403,37.00068990819,127.9190498406
134,133,119,118,0.7563025210084033,0.7627118644067796,0.006409343398376288,29,28,-1,0.4369747899159664,0.4406779661016949,0.0037031761857285184,36.44243155037,127.1292877131
135,134,118,117,0.7627118644067796,0.7692307692307692,0.006518904823989535,28,27,-1,0.4406779661016949,0.4444444444444444,0.003766478342749513,37.35776437105,127.9279687692
136,135,117,116,0.7692307692307692,0.7758620689655172,0.006631299734748075,27,26,-1,0.4444444444444444,0.3017241379310345,-0.14272030651340994,36.41968,128.150217
137,136,116,115,0.7758620689655172,0.7739130434782608,-0.001949025487256395,26,26,0,0.3017241379310345,0.2956521739130435,-0.006071964017990983,37.403443765,127.1030463
138,137,115,114,0.7739130434782608,0.7719298245614035,-0.0019832189168573766,26,26,0,0.2956521739130435,0.2894736842105263,-0.006178489702517165,37.4983718149,126.7621100164
139,138,114,113,0.7719298245614035,0.7699115044247787,-0.0020183201366247294,26,26,0,0.2894736842105263,0.2831858407079646,-0.00628784350256173,37.195708,127.066039
140,139,113,112,0.7699115044247787,0.7678571428571428,-0.002054361567635943,26,26,0,0.2831858407079646,0.23214285714285715,-0.05104298356510745,37.2827485,127.1425919
141,140,112,111,0.7678571428571428,0.7747747747747747,0.00691763191763195,26,25,-1,0.23214285714285715,0.23423423423423423,0.002091377091377078,35.5565293,129.2606265
142,141,111,110,0.7747747747747747,0.7727272727272727,-0.0020475020475020367,25,25,0,0.23423423423423423,0.23636363636363636,0.0021294021294021304,37.61661413265,127.1390407777
143,142,110,109,0.7727272727272727,0.7706422018348624,-0.002085070892410279,25,25,0,0.23636363636363636,0.23853211009174313,0.0021684737281067734,33.475663,126.638156
144,143,109,108,0.7706422018348624,0.7592592592592593,-0.011382942575603128,25,26,1,0.23853211009174313,0.24074074074074073,0.002208630648997595,37.441066,126.461846
145,144,108,107,0.7592592592592593,0.7663551401869159,0.0070958809276565615,26,25,-1,0.24074074074074073,0.24299065420560748,0.0022499134648667485,37.441066,126.461846
146,145,107,106,0.7663551401869159,0.7641509433962264,-0.0022041967906895055,25,25,0,0.24299065420560748,0.24528301886792453,0.0022923646623170535,33.511492,126.511663
147,146,106,105,0.7641509433962264,0.7619047619047619,-0.002246181491464494,25,25,0,0.24528301886792453,0.24761904761904763,0.002336028751123098,33.279806,126.720472
148,147,105,104,0.7619047619047619,0.7596153846153846,-0.0022893772893772812,25,25,0,0.24761904761904763,0.25,0.0023809523809523725,33.4763042,126.5449827
149,148,104,103,0.7596153846153846,0.7572815533980582,-0.002333831217326332,25,25,0,0.25,0.2524271844660194,0.0024271844660194164,33.446368,126.486113
150,149,103,102,0.7572815533980582,0.7647058823529411,0.007424328954882875,25,24,-1,0.2524271844660194,0.2549019607843137,0.0024747763182942917,33.349999,126.183983
151,150,102,101,0.7647058823529411,0.7623762376237624,-0.002329644729178737,24,24,0,0.2549019607843137,0.24752475247524752,-0.0073772083090661855,35.206435,126.838243
152,151,101,100,0.7623762376237624,0.76,-0.0023762376237623783,24,24,0,0.24752475247524752,0.25,0.0024752475247524774,37.564959,126.794854
153,152,100,99,0.76,0.7575757575757576,-0.00242424242424244,24,24,0,0.25,0.25252525252525254,0.0025252525252525415,35.8164453651,128.5392735133
154,153,99,98,0.7575757575757576,0.7653061224489796,0.007730364873221984,24,23,-1,0.25252525252525254,0.25510204081632654,0.0025767882910739948,36.577215,128.7585693
155,154,98,97,0.7653061224489796,0.7628865979381443,-0.002419524510835269,23,23,0,0.25510204081632654,0.25773195876288657,0.002629917946560034,35.8614697501,128.620730937
156,155,97,96,0.7628865979381443,0.7604166666666666,-0.0024699312714776545,23,23,0,0.25773195876288657,0.2604166666666667,0.0026847079037801147,33.3983477,126.787363
157,156,96,95,0.7604166666666666,0.7578947368421053,-0.002521929824561342,23,23,0,0.2604166666666667,0.2631578947368421,0.0027412280701754055,37.478856,127.011318
158,157,95,94,0.7578947368421053,0.7340425531914894,-0.02385218365061592,23,25,2,0.2631578947368421,0.2553191489361702,-0.007838745800671898,34.816297,127.619948
159,158,94,93,0.7340425531914894,0.7311827956989247,-0.0028597574925646185,25,25,0,0.2553191489361702,0.24731182795698925,-0.008007320979180943,35.18106,126.882445
160,159,93,92,0.7311827956989247,0.7282608695652174,-0.002921926133707342,25,25,0,0.24731182795698925,0.2391304347826087,-0.008181393174380547,35.20913313879,126.8798285472
161,160,92,91,0.7282608695652174,0.7252747252747253,-0.0029861442904921542,25,25,0,0.2391304347826087,0.23076923076923078,-0.00836120401337792,35.124914,126.769706
162,161,91,90,0.7252747252747253,0.7222222222222222,-0.0030525030525030417,25,25,0,0.23076923076923078,0.23333333333333334,0.002564102564102555,33.48129145977,126.4962611504
163,162,90,89,0.7222222222222222,0.7191011235955056,-0.003121098626716612,25,25,0,0.23333333333333334,0.23595505617977527,0.0026217228464419373,33.500631,126.530415
164,163,89,88,0.7191011235955056,0.7159090909090908,-0.0031920326864147697,25,25,0,0.23595505617977527,0.23863636363636365,0.002681307456588372,33.440097,126.629759
165,164,88,87,0.7159090909090908,0.7126436781609196,-0.0032654127481712703,25,25,0,0.23863636363636365,0.2413793103448276,0.0027429467084639503,33.454997,126.711535
166,165,87,86,0.7126436781609196,0.7093023255813953,-0.0033413525795242816,25,25,0,0.2413793103448276,0.2441860465116279,0.0028067361668003,33.491978,126.519968
167,166,86,85,0.7093023255813953,0.7176470588235294,0.00834473324213414,25,24,-1,0.2441860465116279,0.24705882352941178,0.0028727770177838785,36.773053231592,127.035243704
168,167,85,84,0.7176470588235294,0.7142857142857143,-0.003361344537815114,24,24,0,0.24705882352941178,0.25,0.002941176470588225,33.4687253996,126.539956067
169,168,84,83,0.7142857142857143,0.7108433734939759,-0.0034423407917384408,24,24,0,0.25,0.25301204819277107,0.0030120481927710663,33.293734,126.581476
170,169,83,82,0.7108433734939759,0.7195121951219512,0.008668821627975332,24,23,-1,0.25301204819277107,0.25609756097560976,0.0030855127828386952,35.85093222287,127.0826585378
