step,removed_original_index,n_nodes_before,n_nodes_after,coverage_before,coverage_after,delta_coverage,isolated_before,isolated_after,delta_isolated,gcc_before,gcc_after,delta_gcc,removed_lat,removed_lon
171,170,82,81,0.7195121951219512,0.7160493827160495,-0.0034628124059017384,23,23,0,0.25609756097560976,0.25925925925925924,0.0031616982836494834,34.9636487824,127.5820447071
172,171,81,80,0.7160493827160495,0.7125,-0.003549382716049432,23,23,0,0.25925925925925924,0.25,-0.009259259259259245,35.8072799093,128.7414942015
173,172,80,79,0.7125,0.7088607594936709,-0.0036392405063291333,23,23,0,0.25,0.25316455696202533,0.0031645569620253333,33.505297,126.497593
174,173,79,78,0.7088607594936709,0.717948717948718,0.009087958455047063,23,22,-1,0.25316455696202533,0.2564102564102564,0.003245699448231054,38.378687,128.473296
175,174,78,77,0.717948717948718,0.7142857142857143,-0.00366300366300365,22,22,0,0.2564102564102564,0.24675324675324675,-0.009657009657009635,35.854849,129.224955
176,175,77,76,0.7142857142857143,0.7105263157894737,-0.003759398496240629,22,22,0,0.24675324675324675,0.25,0.003246753246753248,35.211327,128.588373
177,176,76,75,0.7105263157894737,0.72,0.0094736842105263,22,21,-1,0.25,0.25333333333333335,0.003333333333333355,38.072381,128.61754
178,177,75,74,0.72,0.7297297297297297,0.009729729729729741,21,20,-1,0.25333333333333335,0.25675675675675674,0.0034234234234233885,36.77512664,126.4543106
179,178,74,73,0.7297297297297297,0.6986301369863014,-0.031099592743428328,20,22,2,0.25675675675675674,0.2602739726027397,0.0035172158459829683,36.85429607,127.435974
180,179,73,72,0.6986301369863014,0.6944444444444444,-0.004185692541856967,22,22,0,0.2602739726027397,0.2638888888888889,0.0036149162861491835,35.870115,128.570417
181,180,72,71,0.6944444444444444,0.704225352112676,0.009780907668231587,22,21,-1,0.2638888888888889,0.2676056338028169,0.003716744913927983,35.956813,128.93089
182,181,71,70,0.704225352112676,0.7142857142857143,0.010060362173038295,21,20,-1,0.2676056338028169,0.2714285714285714,0.00382293762575453,36.348986,128.673993
183,182,70,69,0.7142857142857143,0.7101449275362319,-0.0041407867494823725,20,20,0,0.2714285714285714,0.2753623188405797,0.003933747412008304,35.982656,128.394743
184,183,69,68,0.7101449275362319,0.7205882352941176,0.010443307757885711,20,19,-1,0.2753623188405797,0.27941176470588236,0.004049445865302648,35.354344,129.047042
185,184,68,67,0.7205882352941176,0.7164179104477613,-0.004170324846356377,19,19,0,0.27941176470588236,0.2835820895522388,0.004170324846356432,35.47337992,128.7651395
186,185,67,66,0.7164179104477613,0.7272727272727273,0.01085481682496603,19,18,-1,0.2835820895522388,0.2878787878787879,0.004296698326549109,35.41334595,127.8748061
187,186,66,65,0.7272727272727273,0.7076923076923076,-0.019580419580419672,18,19,1,0.2878787878787879,0.2923076923076923,0.004428904428904423,35.53673882,128.5005957
188,187,65,64,0.7076923076923076,0.71875,0.01105769230769238,19,18,-1,0.2923076923076923,0.296875,0.004567307692307676,35.52677275,127.7290975
189,188,64,63,0.71875,0.7301587301587302,0.01140873015873023,18,17,-1,0.296875,0.30158730158730157,0.0047123015873015706,37.370827,128.403449
190,189,63,62,0.7301587301587302,0.7258064516129032,-0.004352278545826982,17,17,0,0.30158730158730157,0.3064516129032258,0.004864311315924241,35.19823532,127.463514
191,190,62,61,0.7258064516129032,0.7377049180327868,0.011898466419883569,17,16,-1,0.3064516129032258,0.3114754098360656,0.005023796932839775,34.766301,127.703967
192,191,61,60,0.7377049180327868,0.7333333333333334,-0.0043715846994534235,16,16,0,0.3114754098360656,0.31666666666666665,0.005191256830601065,35.425362,126.695425
193,192,60,59,0.7333333333333334,0.7457627118644068,0.012429378531073398,16,15,-1,0.31666666666666665,0.3220338983050847,0.0053672316384180685,37.52547855,129.1077417
194,193,59,58,0.7457627118644068,0.7586206896551724,0.012857977790765585,15,14,-1,0.3220338983050847,0.3275862068965517,0.005552308591466992,37.2893843591,127.635038383
195,194,58,57,0.7586206896551724,0.736842105263158,-0.02177858439201441,14,15,1,0.3275862068965517,0.38596491228070173,0.05837870538415002,37.0078934085,127.2642755518
196,195,57,56,0.736842105263158,0.7321428571428572,-0.0046992481203007586,15,15,0,0.38596491228070173,0.375,-0.010964912280701733,37.4770193025,126.8660163106
197,196,56,55,0.7321428571428572,0.7454545454545455,0.013311688311688274,15,14,-1,0.375,0.36363636363636365,-0.011363636363636354,37.02358207,127.484044
198,197,55,54,0.7454545454545455,0.7592592592592593,0.01380471380471382,14,13,-1,0.36363636363636365,0.35185185185185186,-0.011784511784511786,36.75730211,127.4824329
199,198,54,53,0.7592592592592593,0.7547169811320755,-0.004542278127183774,13,13,0,0.35185185185185186,0.33962264150943394,-0.012229210342417918,37.56527705,126.9833704
200,199,53,52,0.7547169811320755,0.75,-0.004716981132075526,13,13,0,0.33962264150943394,0.3269230769230769,-0.012699564586357015,37.5677096,127.0340572
201,200,52,51,0.75,0.7450980392156863,-0.004901960784313708,13,13,0,0.3269230769230769,0.3137254901960784,-0.0131975867269985,37.52386992,127.135443
202,201,51,50,0.7450980392156863,0.74,-0.005098039215686301,13,13,0,0.3137254901960784,0.3,-0.013725490196078438,37.52007602,126.8687447
203,202,50,49,0.74,0.7346938775510203,-0.0053061224489796555,13,13,0,0.3,0.2857142857142857,-0.01428571428571429,37.52031651,126.892762
204,203,49,48,0.7346938775510203,0.7083333333333333,-0.026360544217687076,13,14,1,0.2857142857142857,0.2916666666666667,0.005952380952380987,35.416459,127.386891
205,204,48,47,0.7083333333333333,0.7021276595744681,-0.00620567375886516,14,14,0,0.2916666666666667,0.2765957446808511,-0.01507092198581561,37.4445147518,127.1304586825
206,205,47,46,0.7021276595744681,0.7173913043478262,0.015263644773358065,14,13,-1,0.2765957446808511,0.2826086956521739,0.006012950971322817,36.13050727,127.7385292
207,206,46,45,0.7173913043478262,0.6888888888888889,-0.02850241545893728,13,14,1,0.2826086956521739,0.26666666666666666,-0.01594202898550723,37.5146124,127.1060852
208,207,45,44,0.6888888888888889,0.7045454545454546,0.015656565656565702,14,13,-1,0.26666666666666666,0.2727272727272727,0.006060606060606044,35.961758,127.004493
209,208,44,43,0.7045454545454546,0.6976744186046512,-0.006871035940803405,13,13,0,0.2727272727272727,0.27906976744186046,0.006342494714587754,33.254374,126.510819
210,209,43,42,0.6976744186046512,0.6904761904761905,-0.007198228128460715,13,13,0,0.27906976744186046,0.2857142857142857,0.006644518272425237,33.455139701,126.4736679228
211,210,42,41,0.6904761904761905,0.6341463414634146,-0.05632984901277582,13,15,2,0.2857142857142857,0.2926829268292683,0.006968641114982577,33.498596,126.536653
212,211,41,40,0.6341463414634146,0.625,-0.009146341463414642,15,15,0,0.2926829268292683,0.275,-0.017682926829268253,37.60535361,126.9333825
213,212,40,39,0.625,0.6153846153846154,-0.009615384615384581,15,15,0,0.275,0.2564102564102564,-0.018589743589743635,37.45491287,126.6332905
214,213,39,38,0.6153846153846154,0.631578947368421,0.0161943319838056,15,14,-1,0.2564102564102564,0.2631578947368421,0.006747638326585703,35.62052681,127.2856929
215,214,38,37,0.631578947368421,0.6486486486486487,0.017069701280227667,14,13,-1,0.2631578947368421,0.2702702702702703,0.007112375533428195,34.94004948,127.6910194
216,215,37,36,0.6486486486486487,0.6666666666666667,0.018018018018018056,13,12,-1,0.2702702702702703,0.2777777777777778,0.007507507507507505,35.569363,126.843571
217,216,36,35,0.6666666666666667,0.6857142857142857,0.01904761904761898,12,11,-1,0.2777777777777778,0.2857142857142857,0.007936507936507908,35.64460971,127.5178846
218,217,35,34,0.6857142857142857,0.7058823529411764,0.020168067226890685,11,10,-1,0.2857142857142857,0.23529411764705882,-0.05042016806722688,37.2634549418,127.0286617363
219,218,34,33,0.7058823529411764,0.6666666666666667,-0.039215686274509665,10,11,1,0.23529411764705882,0.24242424242424243,0.007130124777183611,35.965812,128.562402
220,219,33,32,0.6666666666666667,0.625,-0.04166666666666674,11,12,1,0.24242424242424243,0.25,0.007575757575757569,35.989458,128.691964
221,220,32,31,0.625,0.6451612903225806,0.020161290322580627,12,11,-1,0.25,0.25806451612903225,0.008064516129032251,35.871403,128.67304
222,221,31,30,0.6451612903225806,0.6666666666666667,0.021505376344086113,11,10,-1,0.25806451612903225,0.26666666666666666,0.008602150537634412,35.703927,128.441856
223,222,30,29,0.6666666666666667,0.6896551724137931,0.02298850574712641,10,9,-1,0.26666666666666666,0.27586206896551724,0.009195402298850575,35.79617,128.505142
224,223,29,28,0.6896551724137931,0.7142857142857143,0.024630541871921152,9,8,-1,0.27586206896551724,0.2857142857142857,0.009852216748768461,34.788979,126.515074
225,224,28,27,0.7142857142857143,0.7037037037037037,-0.010582010582010581,8,8,0,0.2857142857142857,0.2962962962962963,0.010582010582010581,35.11454,126.90813
226,225,27,26,0.7037037037037037,0.5769230769230769,-0.12678062678062685,8,11,3,0.2962962962962963,0.3076923076923077,0.01139601139601143,35.222337,126.824331
227,226,26,25,0.5769230769230769,0.56,-0.01692307692307682,11,11,0,0.3076923076923077,0.28,-0.027692307692307683,37.468697,126.884634
228,227,25,24,0.56,0.5833333333333333,0.023333333333333206,11,10,-1,0.28,0.2916666666666667,0.011666666666666659,35.186966,126.813225
229,228,24,23,0.5833333333333333,0.6086956521739131,0.025362318840579823,10,9,-1,0.2916666666666667,0.30434782608695654,0.012681159420289856,35.173228,126.822369
230,229,23,22,0.6086956521739131,0.5909090909090908,-0.017786561264822254,9,9,0,0.30434782608695654,0.3181818181818182,0.013833992094861636,35.199234,128.708128
231,230,22,21,0.5909090909090908,0.4285714285714286,-0.16233766233766223,9,12,3,0.3181818181818182,0.3333333333333333,0.015151515151515138,35.344782,128.710179
232,231,21,20,0.4285714285714286,0.35,-0.07857142857142863,12,13,1,0.3333333333333333,0.35,0.016666666666666663,33.402687,126.270434
233,232,20,19,0.35,0.368421052631579,0.018421052631579005,13,12,-1,0.35,0.3684210526315789,0.01842105263157895,33.523906,126.58817
234,233,19,18,0.368421052631579,0.38888888888888884,0.020467836257309857,12,11,-1,0.3684210526315789,0.3888888888888889,0.020467836257309968,33.445522,126.560081
235,234,18,17,0.38888888888888884,0.3529411764705882,-0.03594771241830064,11,11,0,0.3888888888888889,0.35294117647058826,-0.03594771241830064,37.40090909875,126.7123238115
236,235,17,16,0.3529411764705882,0.375,0.022058823529411797,11,10,-1,0.35294117647058826,0.375,0.022058823529411742,38.212251,128.590758
237,236,16,15,0.375,0.4,0.025000000000000022,10,9,-1,0.375,0.4,0.025000000000000022,37.158674,128.986915
238,237,15,14,0.4,0.4285714285714286,0.02857142857142858,9,8,-1,0.4,0.42857142857142855,0.028571428571428525,37.434625,129.178078
239,238,14,13,0.4285714285714286,0.46153846153846156,0.03296703296703296,8,7,-1,0.42857142857142855,0.46153846153846156,0.032967032967033016,35.160308,126.806986
240,239,13,12,0.46153846153846156,0.41666666666666663,-0.044871794871794934,7,7,0,0.46153846153846156,0.4166666666666667,-0.04487179487179488,37.536346,127.069476
241,240,12,11,0.41666666666666663,0.36363636363636365,-0.05303030303030298,7,7,0,0.4166666666666667,0.36363636363636365,-0.05303030303030304,37.469394,126.89343
242,241,11,10,0.36363636363636365,0.0,-0.36363636363636365,7,10,3,0.36363636363636365,0.3,-0.06363636363636366,37.654167091,127.0386839448
243,242,10,9,0.0,0.0,0.0,10,9,-1,0.3,0.3333333333333333,0.033333333333333326,35.79078521,127.4215992
244,243,9,8,0.0,0.0,0.0,9,8,-1,0.3333333333333333,0.375,0.041666666666666685,35.2300644,128.654542
245,244,8,7,0.0,0.0,0.0,8,7,-1,0.375,0.2857142857142857,-0.0892857142857143,37.56845536423,126.8950813889
246,245,7,6,0.0,0.0,0.0,7,6,-1,0.2857142857142857,0.3333333333333333,0.047619047619047616,35.2336876076,128.662673498
247,246,6,5,0.0,0.0,0.0,6,5,-1,0.3333333333333333,0.4,0.06666666666666671,33.514327,126.547598
248,247,5,4,0.0,0.0,0.0,5,4,-1,0.4,0.5,0.09999999999999998,35.221313,128.590319
249,248,4,3,0.0,0.0,0.0,4,3,-1,0.5,0.3333333333333333,-0.16666666666666669,37.6687166683,127.0471334407
250,249,3,2,0.0,0.0,0.0,3,2,-1,0.3333333333333333,0.5,0.16666666666666669,35.9925314802,129.5562310097
251,250,2,1,0.0,0.0,0.0,2,1,-1,0.5,1.0,0.5,37.01703347,127.4812921
