lat,lon
36.30935644203563,127.56851905960582
37.01869454245537,127.48109094152493
36.48540548806376,127.42632475088769
36.497615329763924,127.43392133739052
36.7186395757864,127.35199853860446
36.24972301576849,127.85217769240973
36.24918119654586,127.8555148751985
35.070697536600825,126.47840441932405
35.12971764580284,126.48306326777954
35.46870926261194,126.67366256191232
35.46058560701536,126.67378987557908
36.73485355540765,126.5673526302034
36.130855212135764,126.62289218554547
36.37263646396414,126.5571663470828
36.374469408843204,126.55300281773442
36.13041673099492,126.62420908185123
36.55312658086789,126.58069121953395
36.55283701281852,126.5828842518658
35.00804782320963,127.44299390749948
35.80356847074172,127.02378870326706
35.80193613065324,127.02525372530188
35.60064801110871,126.86111655836932
35.59971975655812,126.86516351619198
36.21560501120181,127.27103409950682
37.26473390429932,127.40322666693669
37.29477660634197,127.37523928841526
37.02259564265849,127.4804084058836
35.827349412282715,129.11183422649208
35.83096716833901,129.10874220839034
36.15367315693338,127.49511061613676
36.156857455273936,127.49296662507619
37.280358433953204,127.57949015191186
37.27817321764386,127.58160867309483
35.42922457885,128.49566261817623
35.70194885737019,128.43814768407188
36.83388868196649,127.96182998821895
36.62168603562892,128.14930744144635
36.58700595561832,128.18881917092315
36.624960447280834,128.15028384088728
36.829958119791144,127.95790180196724
35.37051415175209,128.49891885328248
37.53034643524317,127.20518658233973
35.70141996576862,128.4374140011071
37.02442539325808,127.83694035054997
37.0256048417161,127.8391299961248
36.265871472085614,128.57312689849795
36.00716403132583,128.5480950576931
37.431788473150256,127.92604813436803
37.43356792177461,127.93181275433142
37.25370376357765,128.04877532287395
37.25756455547608,128.04710279775384
37.71427276392006,127.8304686063387
37.724153640932485,128.85613710604977
37.72092718358983,128.84961457971465
37.61514284235734,129.06093897014443
35.073582002035174,128.00832095560426
35.33392521198349,127.94115179029697
35.332072878834445,127.94131031924243
35.07529262255833,128.01070047497424
35.293994332924285,128.34804868533217
35.36336638900991,127.10584079793507
35.77454756270486,127.42358097342989
35.25893192720183,127.14891906069774
35.2165317148238,127.47030593531247
35.25986135133839,127.15413476915158
35.86860169297033,128.31200757986002
35.66810939364705,129.28353300080929
35.67220377081638,129.28876582542782
35.95205327390872,128.7756539923082
35.99497813844166,128.85941914939932
35.77534458233499,127.42218330030931
35.81715590612381,127.64057092725425
35.81627090892838,127.64980792138402
36.40997554406162,128.44617532104243
36.411174858398304,128.45078365566906
36.66508825498877,128.52290869722736
