year,n_nodes,n_trials,coverage_mean,coverage_std,n_isolated_mean,n_isolated_std,avg_degree_mean,avg_degree_std,gcc_ratio_mean,gcc_ratio_std,fuel_type
2016,252,50,0.7198412698412698,0.03387158559249355,70.6,8.535639569308374,4.453333333333332,0.16496220706177245,0.9480158730158731,0.10330611961189934,EV
