year,n_nodes,n_trials,coverage_mean,coverage_std,n_isolated_mean,n_isolated_std,avg_degree_mean,avg_degree_std,gcc_ratio_mean,gcc_ratio_std,fuel_type
2025,241,50,0.812116182572614,0.027917306867218557,45.28,6.728070954999673,4.9450622406639,0.17435561756387336,0.9820746887966806,0.04339322552114365,H2
